Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City,Year-Month,Total Sales,Average Profit,Total Orders,Total Quantity
B-26939,9078.00,2213.00,15,Furniture,Bookcases,EMI,12-08-2021,Theresa Medina,Illinois,Springfield,2021-08,,,,
B-26347,8586.00,3826.00,7,Furniture,Bookcases,UPI,21-12-2020,Mary Smith,Florida,Miami,2020-12,,,,
B-26347,8586.00,3826.00,7,Furniture,Bookcases,UPI,07-07-2023,Lance Cain,Florida,Tampa,2023-07,,,,
B-25388,5047.00,2211.00,13,Furniture,Sofas,EMI,13-08-2023,Alexandra Moran,California,San Francisco,2023-08,,,,
B-25388,5047.00,2211.00,13,Furniture,Sofas,EMI,04-02-2021,Sara Castro,Illinois,Chicago,2021-02,,,,
B-25388,5047.00,2211.00,13,Furniture,Sofas,EMI,16-09-2022,Shawn Leach,Illinois,Peoria,2022-09,,,,
B-25388,5047.00,2211.00,13,Furniture,Sofas,EMI,06-05-2022,Mark Boyle,New York,Buffalo,2022-05,,,,
B-26419,3657.00,163.00,1,Furniture,Sofas,UPI,28-05-2021,John Stevens,California,San Francisco,2021-05,,,,
B-25157,6471.00,2842.00,18,Electronics,Electronic Games,UPI,18-07-2024,Lisa Graham,Illinois,Peoria,2024-07,,,,
B-25342,949.00,301.00,9,Office Supplies,Binders,UPI,06-12-2024,Nancy Jones,Ohio,Cleveland,2024-12,,,,
B-25342,6823.00,771.00,6,Office Supplies,Binders,EMI,06-12-2024,Nancy Jones,Ohio,Cleveland,2024-12,,,,
B-25342,4364.00,831.00,2,Furniture,Tables,EMI,06-12-2024,Nancy Jones,Ohio,Cleveland,2024-12,,,,
B-26165,6671.00,2797.00,10,Electronics,Phones,UPI,12-12-2022,Darryl Robbins,Illinois,Peoria,2022-12,,,,
B-26571,7472.00,1037.00,3,Office Supplies,Paper,COD,20-10-2022,Kimberly Smith,Illinois,Springfield,2022-10,,,,
B-26571,9548.00,1806.00,9,Electronics,Printers,COD,20-10-2022,Kimberly Smith,Illinois,Springfield,2022-10,,,,
B-25400,7759.00,3741.00,17,Electronics,Printers,UPI,24-03-2021,Maria Thomas,Florida,Miami,2021-03,,,,
B-25400,7759.00,3741.00,17,Electronics,Printers,UPI,06-01-2025,Nicholas Johnson,Texas,Dallas,2025-01,,,,
B-25400,7521.00,3457.00,16,Office Supplies,Markers,Debit Card,24-03-2021,Maria Thomas,Florida,Miami,2021-03,,,,
B-25400,7521.00,3457.00,16,Office Supplies,Markers,Debit Card,06-01-2025,Nicholas Johnson,Texas,Dallas,2025-01,,,,
B-25885,9704.00,4339.00,12,Office Supplies,Pens,COD,06-03-2021,Dawn Howard,Texas,Houston,2021-03,,,,
B-25885,4948.00,2356.00,18,Electronics,Printers,Debit Card,06-03-2021,Dawn Howard,Texas,Houston,2021-03,,,,
B-25885,6435.00,334.00,10,Electronics,Electronic Games,Debit Card,06-03-2021,Dawn Howard,Texas,Houston,2021-03,,,,
B-25004,9965.00,3033.00,16,Office Supplies,Markers,COD,17-06-2020,Jennifer Marshall,California,San Francisco,2020-06,,,,
B-25004,9965.00,3033.00,16,Office Supplies,Markers,COD,01-09-2023,Frank Garcia,New York,Buffalo,2023-09,,,,
B-26213,1523.00,234.00,3,Furniture,Sofas,UPI,08-06-2023,Terri Madden,New York,Rochester,2023-06,,,,
B-26213,9073.00,424.00,7,Electronics,Electronic Games,Debit Card,08-06-2023,Terri Madden,New York,Rochester,2023-06,,,,
B-25025,6447.00,3079.00,20,Electronics,Laptops,COD,25-03-2021,James Gutierrez,New York,Rochester,2021-03,,,,
B-25025,8947.00,2807.00,6,Electronics,Electronic Games,Credit Card,25-03-2021,James Gutierrez,New York,Rochester,2021-03,,,,
B-26804,914.00,400.00,8,Office Supplies,Pens,Debit Card,03-01-2021,Morgan Sellers,California,Los Angeles,2021-01,,,,
B-26804,1548.00,666.00,3,Office Supplies,Paper,Credit Card,03-01-2021,Morgan Sellers,California,Los Angeles,2021-01,,,,
B-26797,2759.00,1149.00,6,Furniture,Tables,Credit Card,27-12-2024,Caitlin Thomas,New York,New York City,2024-12,,,,
B-26556,1341.00,615.00,4,Electronics,Laptops,UPI,12-08-2022,Kimberly Greene,Florida,Orlando,2022-08,,,,
B-25861,9851.00,2669.00,19,Electronics,Electronic Games,Debit Card,28-03-2022,Tammy Anthony,Ohio,Cleveland,2022-03,,,,
B-25861,9851.00,2669.00,19,Electronics,Electronic Games,Debit Card,15-07-2023,Jennifer Chase,New York,Buffalo,2023-07,,,,
B-25861,9851.00,2669.00,19,Electronics,Electronic Games,Debit Card,22-09-2022,Cassandra Farley,Florida,Orlando,2022-09,,,,
B-25861,9989.00,3930.00,14,Furniture,Tables,Debit Card,28-03-2022,Tammy Anthony,Ohio,Cleveland,2022-03,,,,
B-25861,9989.00,3930.00,14,Furniture,Tables,Debit Card,15-07-2023,Jennifer Chase,New York,Buffalo,2023-07,,,,
B-25861,9989.00,3930.00,14,Furniture,Tables,Debit Card,22-09-2022,Cassandra Farley,Florida,Orlando,2022-09,,,,
B-25112,7421.00,958.00,10,Furniture,Tables,COD,20-12-2022,Justin Vasquez,Texas,Houston,2022-12,,,,
B-25112,7421.00,958.00,10,Furniture,Tables,COD,16-01-2022,Melissa Morales,Texas,Houston,2022-01,,,,
B-25112,7421.00,958.00,10,Furniture,Tables,COD,29-01-2023,Tyler Thompson,Texas,Dallas,2023-01,,,,
B-25223,3099.00,479.00,1,Office Supplies,Paper,COD,15-01-2022,Heidi Davis,New York,Buffalo,2022-01,,,,
B-25223,2521.00,906.00,7,Electronics,Phones,COD,15-01-2022,Heidi Davis,New York,Buffalo,2022-01,,,,
B-25714,6962.00,3429.00,12,Electronics,Electronic Games,UPI,24-03-2024,Charles Lane,Texas,Dallas,2024-03,,,,
B-25714,6962.00,3429.00,12,Electronics,Electronic Games,UPI,19-02-2025,Joyce Good MD,Florida,Miami,2025-02,,,,
B-26607,1085.00,301.00,20,Furniture,Bookcases,UPI,13-07-2024,Maria Miller,New York,Buffalo,2024-07,,,,
B-25038,738.00,342.00,2,Furniture,Chairs,Debit Card,28-04-2023,Terry Mcdaniel,Ohio,Cincinnati,2023-04,,,,
B-25038,738.00,342.00,2,Furniture,Chairs,Debit Card,05-12-2020,Lisa Jacobs,New York,Buffalo,2020-12,,,,
B-25038,738.00,342.00,2,Furniture,Chairs,Debit Card,14-05-2024,Jeff Duncan,Ohio,Cincinnati,2024-05,,,,
B-25038,738.00,342.00,2,Furniture,Chairs,Debit Card,18-01-2022,Pamela Jones,New York,New York City,2022-01,,,,
B-26672,1366.00,242.00,17,Electronics,Electronic Games,EMI,18-09-2023,Renee Robinson,Ohio,Columbus,2023-09,,,,
B-26672,1518.00,155.00,13,Office Supplies,Markers,Credit Card,18-09-2023,Renee Robinson,Ohio,Columbus,2023-09,,,,
B-25747,2962.00,1470.00,1,Electronics,Phones,COD,12-05-2021,Jessica Kidd,New York,Buffalo,2021-05,,,,
B-25747,2962.00,1470.00,1,Electronics,Phones,COD,17-09-2023,Nicholas Martin,Florida,Tampa,2023-09,,,,
B-25747,7131.00,718.00,12,Electronics,Printers,UPI,12-05-2021,Jessica Kidd,New York,Buffalo,2021-05,,,,
B-25747,7131.00,718.00,12,Electronics,Printers,UPI,17-09-2023,Nicholas Martin,Florida,Tampa,2023-09,,,,
B-25747,4200.00,855.00,10,Office Supplies,Markers,EMI,12-05-2021,Jessica Kidd,New York,Buffalo,2021-05,,,,
B-25747,4200.00,855.00,10,Office Supplies,Markers,EMI,17-09-2023,Nicholas Martin,Florida,Tampa,2023-09,,,,
B-26322,5934.00,1563.00,2,Office Supplies,Markers,EMI,06-09-2024,David Brown,Illinois,Peoria,2024-09,,,,
B-26613,2701.00,322.00,11,Electronics,Printers,UPI,18-06-2022,Amber Moore,New York,New York City,2022-06,,,,
B-26613,7273.00,2702.00,18,Office Supplies,Paper,COD,18-06-2022,Amber Moore,New York,New York City,2022-06,,,,
B-25413,2465.00,699.00,18,Office Supplies,Markers,Debit Card,22-05-2020,James Williams,California,San Francisco,2020-05,,,,
B-26466,3479.00,1087.00,2,Office Supplies,Markers,EMI,17-10-2024,Karina Barr,Texas,Dallas,2024-10,,,,
B-26466,5457.00,1765.00,7,Electronics,Printers,EMI,17-10-2024,Karina Barr,Texas,Dallas,2024-10,,,,
B-26610,4957.00,1152.00,8,Office Supplies,Markers,Credit Card,22-03-2022,Meghan Rush,Ohio,Cleveland,2022-03,,,,
B-26209,4404.00,858.00,17,Office Supplies,Pens,Debit Card,17-03-2024,Bianca Brown,Ohio,Columbus,2024-03,,,,
B-26209,8776.00,2529.00,15,Furniture,Sofas,Credit Card,17-03-2024,Bianca Brown,Ohio,Columbus,2024-03,,,,
B-26622,9536.00,1437.00,9,Electronics,Phones,UPI,02-04-2020,Timothy Jensen,Florida,Orlando,2020-04,,,,
B-26622,2225.00,589.00,7,Furniture,Sofas,Credit Card,02-04-2020,Timothy Jensen,Florida,Orlando,2020-04,,,,
B-26601,9574.00,4045.00,19,Furniture,Bookcases,UPI,13-03-2024,Melinda Montoya,California,San Francisco,2024-03,,,,
B-26601,4382.00,482.00,17,Electronics,Electronic Games,COD,13-03-2024,Melinda Montoya,California,San Francisco,2024-03,,,,
B-25894,8200.00,257.00,19,Electronics,Laptops,COD,21-03-2023,Tammy Bell,Ohio,Cincinnati,2023-03,,,,
B-25894,9316.00,3003.00,13,Furniture,Sofas,Credit Card,21-03-2023,Tammy Bell,Ohio,Cincinnati,2023-03,,,,
B-25894,6379.00,3128.00,15,Electronics,Electronic Games,COD,21-03-2023,Tammy Bell,Ohio,Cincinnati,2023-03,,,,
B-26969,3348.00,568.00,5,Office Supplies,Markers,Credit Card,02-03-2024,Connie Richards,Ohio,Cleveland,2024-03,,,,
B-26969,3348.00,568.00,5,Office Supplies,Markers,Credit Card,30-04-2021,Peter Ward,New York,Rochester,2021-04,,,,
B-26969,8856.00,2020.00,9,Office Supplies,Pens,Debit Card,02-03-2024,Connie Richards,Ohio,Cleveland,2024-03,,,,
B-26969,8856.00,2020.00,9,Office Supplies,Pens,Debit Card,30-04-2021,Peter Ward,New York,Rochester,2021-04,,,,
B-26312,1760.00,619.00,16,Furniture,Sofas,Debit Card,15-09-2021,Jonathan Alvarez,Ohio,Columbus,2021-09,,,,
B-26312,1760.00,619.00,16,Furniture,Sofas,Debit Card,28-01-2023,Becky Hodges,Texas,Houston,2023-01,,,,
B-26312,6351.00,986.00,15,Electronics,Printers,UPI,15-09-2021,Jonathan Alvarez,Ohio,Columbus,2021-09,,,,
B-26312,6351.00,986.00,15,Electronics,Printers,UPI,28-01-2023,Becky Hodges,Texas,Houston,2023-01,,,,
B-26837,869.00,373.00,14,Office Supplies,Paper,Credit Card,08-07-2021,Larry Hill,New York,New York City,2021-07,,,,
B-26837,869.00,373.00,14,Office Supplies,Paper,Credit Card,08-04-2020,Amber Moon,Ohio,Cleveland,2020-04,,,,
B-26837,1486.00,114.00,7,Furniture,Bookcases,UPI,08-07-2021,Larry Hill,New York,New York City,2021-07,,,,
B-26837,1486.00,114.00,7,Furniture,Bookcases,UPI,08-04-2020,Amber Moon,Ohio,Cleveland,2020-04,,,,
B-26166,2999.00,145.00,13,Office Supplies,Binders,COD,23-08-2022,Cynthia Wilcox,Illinois,Chicago,2022-08,,,,
B-26166,5142.00,1916.00,20,Office Supplies,Paper,EMI,23-08-2022,Cynthia Wilcox,Illinois,Chicago,2022-08,,,,
B-25695,1239.00,575.00,17,Electronics,Laptops,UPI,17-12-2022,Rebecca Wright,New York,Rochester,2022-12,,,,
B-25695,1239.00,575.00,17,Electronics,Laptops,UPI,08-06-2022,Sarah Flores,Illinois,Springfield,2022-06,,,,
B-25695,1262.00,515.00,16,Electronics,Electronic Games,EMI,17-12-2022,Rebecca Wright,New York,Rochester,2022-12,,,,
B-25695,1262.00,515.00,16,Electronics,Electronic Games,EMI,08-06-2022,Sarah Flores,Illinois,Springfield,2022-06,,,,
B-26068,1033.00,254.00,5,Furniture,Bookcases,COD,28-08-2020,Carol Norman,New York,Rochester,2020-08,,,,
B-26023,1518.00,159.00,19,Electronics,Printers,UPI,26-09-2020,Stephanie Gardner,California,San Diego,2020-09,,,,
B-26677,8581.00,2444.00,2,Office Supplies,Paper,Debit Card,13-12-2020,Philip Baker,Illinois,Peoria,2020-12,,,,
B-26677,8581.00,2444.00,2,Office Supplies,Paper,Debit Card,19-11-2020,Randall Dennis,Florida,Orlando,2020-11,,,,
B-25701,1167.00,463.00,5,Office Supplies,Pens,UPI,13-09-2023,Suzanne Cross,Texas,Austin,2023-09,,,,
B-25701,2841.00,803.00,20,Electronics,Laptops,Credit Card,13-09-2023,Suzanne Cross,Texas,Austin,2023-09,,,,
B-25701,5680.00,2159.00,19,Furniture,Tables,UPI,13-09-2023,Suzanne Cross,Texas,Austin,2023-09,,,,
B-26523,8204.00,2382.00,6,Office Supplies,Pens,UPI,31-03-2020,Jasmine Delgado,Illinois,Chicago,2020-03,,,,
B-26523,8204.00,2382.00,6,Office Supplies,Pens,UPI,20-10-2020,Kristen Harper,New York,Buffalo,2020-10,,,,
B-26523,2850.00,904.00,6,Electronics,Phones,EMI,31-03-2020,Jasmine Delgado,Illinois,Chicago,2020-03,,,,
B-26523,2850.00,904.00,6,Electronics,Phones,EMI,20-10-2020,Kristen Harper,New York,Buffalo,2020-10,,,,
B-25880,907.00,391.00,9,Office Supplies,Pens,Credit Card,04-08-2023,Kaitlyn Graham MD,New York,New York City,2023-08,,,,
B-26898,2174.00,265.00,19,Office Supplies,Pens,Credit Card,11-04-2022,Dean Avila,Ohio,Cincinnati,2022-04,,,,
B-26898,8541.00,2029.00,12,Electronics,Electronic Games,Credit Card,11-04-2022,Dean Avila,Ohio,Cincinnati,2022-04,,,,
B-26898,1931.00,551.00,3,Furniture,Bookcases,EMI,11-04-2022,Dean Avila,Ohio,Cincinnati,2022-04,,,,
B-26035,1281.00,340.00,3,Electronics,Electronic Games,Debit Card,31-12-2021,Megan Mack,Texas,Austin,2021-12,,,,
B-26035,2404.00,253.00,15,Electronics,Laptops,COD,31-12-2021,Megan Mack,Texas,Austin,2021-12,,,,
B-25573,2119.00,196.00,1,Furniture,Sofas,COD,16-08-2020,Heather Johnson,California,Los Angeles,2020-08,,,,
B-25463,3137.00,571.00,9,Office Supplies,Pens,Debit Card,02-02-2025,Tina Davies,Illinois,Chicago,2025-02,,,,
B-26277,2323.00,727.00,7,Furniture,Tables,COD,24-02-2022,Matthew Harris,Texas,Dallas,2022-02,,,,
B-26277,1368.00,406.00,9,Furniture,Bookcases,UPI,24-02-2022,Matthew Harris,Texas,Dallas,2022-02,,,,
B-26508,9204.00,3289.00,16,Electronics,Laptops,Credit Card,25-02-2024,Christopher Kirk,Florida,Miami,2024-02,,,,
B-26508,9204.00,3289.00,16,Electronics,Laptops,Credit Card,15-06-2021,Eric Stevens,Florida,Miami,2021-06,,,,
B-26508,9894.00,3698.00,20,Office Supplies,Paper,EMI,25-02-2024,Christopher Kirk,Florida,Miami,2024-02,,,,
B-26508,9894.00,3698.00,20,Office Supplies,Paper,EMI,15-06-2021,Eric Stevens,Florida,Miami,2021-06,,,,
B-26723,5322.00,1423.00,18,Furniture,Sofas,COD,08-12-2022,James Dickerson,Texas,Houston,2022-12,,,,
B-26723,5322.00,1423.00,18,Furniture,Sofas,COD,09-12-2023,James Jones,Texas,Dallas,2023-12,,,,
B-25526,2666.00,559.00,14,Furniture,Chairs,COD,16-07-2022,Hannah Hendricks,Ohio,Cleveland,2022-07,,,,
B-25645,8383.00,937.00,4,Furniture,Sofas,UPI,05-05-2024,Brett Mullins,Florida,Orlando,2024-05,,,,
B-25757,7560.00,821.00,4,Office Supplies,Paper,EMI,04-10-2021,Ms. Kim Jordan,Illinois,Chicago,2021-10,,,,
B-26716,1314.00,490.00,16,Furniture,Sofas,UPI,20-11-2021,Marcus Santiago,New York,Buffalo,2021-11,,,,
B-26716,4390.00,179.00,1,Furniture,Tables,Debit Card,20-11-2021,Marcus Santiago,New York,Buffalo,2021-11,,,,
B-26716,1150.00,58.00,7,Office Supplies,Binders,Debit Card,20-11-2021,Marcus Santiago,New York,Buffalo,2021-11,,,,
B-25424,1574.00,258.00,17,Office Supplies,Pens,EMI,15-09-2020,Jill Perez,California,San Diego,2020-09,,,,
B-25424,5635.00,318.00,17,Office Supplies,Binders,UPI,15-09-2020,Jill Perez,California,San Diego,2020-09,,,,
B-25424,6515.00,961.00,11,Furniture,Sofas,Debit Card,15-09-2020,Jill Perez,California,San Diego,2020-09,,,,
B-26453,1231.00,214.00,20,Electronics,Laptops,Debit Card,17-01-2023,Courtney Williams,Ohio,Columbus,2023-01,,,,
B-26453,1231.00,214.00,20,Electronics,Laptops,Debit Card,16-06-2020,Jordan Hahn,New York,Rochester,2020-06,,,,
B-26425,6891.00,2529.00,3,Office Supplies,Binders,Debit Card,01-05-2024,William Cook,Ohio,Cleveland,2024-05,,,,
B-25843,7524.00,2308.00,15,Electronics,Laptops,EMI,07-12-2023,Stephanie Hayes,Texas,Austin,2023-12,,,,
B-25843,6864.00,1824.00,14,Electronics,Printers,Credit Card,07-12-2023,Stephanie Hayes,Texas,Austin,2023-12,,,,
B-25486,4215.00,432.00,14,Furniture,Chairs,Debit Card,02-02-2024,Melissa Wise,Ohio,Columbus,2024-02,,,,
B-26975,622.00,218.00,19,Furniture,Bookcases,Credit Card,23-06-2024,Elizabeth Gonzalez,California,San Diego,2024-06,,,,
B-26975,1755.00,495.00,18,Office Supplies,Pens,UPI,23-06-2024,Elizabeth Gonzalez,California,San Diego,2024-06,,,,
B-26975,8020.00,3898.00,20,Electronics,Electronic Games,EMI,23-06-2024,Elizabeth Gonzalez,California,San Diego,2024-06,,,,
B-26890,7333.00,1576.00,4,Electronics,Laptops,Credit Card,07-06-2024,Mr. Eric Lopez,New York,Buffalo,2024-06,,,,
B-26125,7690.00,1134.00,4,Electronics,Electronic Games,COD,13-10-2023,Benjamin Higgins,New York,Rochester,2023-10,,,,
B-26125,912.00,246.00,2,Furniture,Sofas,EMI,13-10-2023,Benjamin Higgins,New York,Rochester,2023-10,,,,
B-26489,2791.00,894.00,14,Electronics,Laptops,COD,08-10-2022,Brett Sutton,Texas,Austin,2022-10,,,,
B-26489,2791.00,894.00,14,Electronics,Laptops,COD,27-10-2023,Anna Blackburn,Ohio,Cincinnati,2023-10,,,,
B-26489,2791.00,894.00,14,Electronics,Laptops,COD,09-02-2021,Michelle Bailey,Texas,Dallas,2021-02,,,,
B-26489,6223.00,1478.00,3,Furniture,Sofas,Debit Card,08-10-2022,Brett Sutton,Texas,Austin,2022-10,,,,
B-26489,6223.00,1478.00,3,Furniture,Sofas,Debit Card,27-10-2023,Anna Blackburn,Ohio,Cincinnati,2023-10,,,,
B-26489,6223.00,1478.00,3,Furniture,Sofas,Debit Card,09-02-2021,Michelle Bailey,Texas,Dallas,2021-02,,,,
B-26489,8943.00,3121.00,17,Furniture,Chairs,Debit Card,08-10-2022,Brett Sutton,Texas,Austin,2022-10,,,,
B-26489,8943.00,3121.00,17,Furniture,Chairs,Debit Card,27-10-2023,Anna Blackburn,Ohio,Cincinnati,2023-10,,,,
B-26489,8943.00,3121.00,17,Furniture,Chairs,Debit Card,09-02-2021,Michelle Bailey,Texas,Dallas,2021-02,,,,
B-26489,3297.00,102.00,12,Electronics,Phones,Credit Card,08-10-2022,Brett Sutton,Texas,Austin,2022-10,,,,
B-26489,3297.00,102.00,12,Electronics,Phones,Credit Card,27-10-2023,Anna Blackburn,Ohio,Cincinnati,2023-10,,,,
B-26489,3297.00,102.00,12,Electronics,Phones,Credit Card,09-02-2021,Michelle Bailey,Texas,Dallas,2021-02,,,,
B-26043,8769.00,1989.00,20,Office Supplies,Paper,UPI,03-11-2020,Sara Peterson,Illinois,Chicago,2020-11,,,,
B-26557,9057.00,1888.00,19,Electronics,Printers,COD,30-05-2022,Katherine Williams,Florida,Orlando,2022-05,,,,
B-26557,6864.00,3275.00,11,Furniture,Tables,Credit Card,30-05-2022,Katherine Williams,Florida,Orlando,2022-05,,,,
B-26557,9200.00,809.00,13,Electronics,Laptops,COD,30-05-2022,Katherine Williams,Florida,Orlando,2022-05,,,,
B-25243,6113.00,2508.00,6,Electronics,Laptops,UPI,16-06-2024,Cory Evans,Florida,Orlando,2024-06,,,,
B-25243,7733.00,2784.00,15,Furniture,Tables,EMI,16-06-2024,Cory Evans,Florida,Orlando,2024-06,,,,
B-25243,8524.00,154.00,14,Furniture,Tables,COD,16-06-2024,Cory Evans,Florida,Orlando,2024-06,,,,
B-25243,6187.00,2344.00,15,Furniture,Bookcases,EMI,16-06-2024,Cory Evans,Florida,Orlando,2024-06,,,,
B-26932,4364.00,148.00,18,Furniture,Tables,EMI,15-07-2022,Michael Rodriguez,Ohio,Cincinnati,2022-07,,,,
B-26932,736.00,286.00,12,Office Supplies,Pens,EMI,15-07-2022,Michael Rodriguez,Ohio,Cincinnati,2022-07,,,,
B-25241,9905.00,633.00,17,Office Supplies,Pens,EMI,18-07-2021,John Munoz,Texas,Dallas,2021-07,,,,
B-25241,9905.00,633.00,17,Office Supplies,Pens,EMI,02-10-2021,David Clark,Florida,Tampa,2021-10,,,,
B-25044,2493.00,1221.00,9,Office Supplies,Paper,Credit Card,16-04-2024,April Welch,Illinois,Springfield,2024-04,,,,
B-25044,9849.00,963.00,1,Office Supplies,Pens,Credit Card,16-04-2024,April Welch,Illinois,Springfield,2024-04,,,,
B-26137,3423.00,804.00,4,Electronics,Printers,Credit Card,09-07-2020,Alan Livingston,Illinois,Peoria,2020-07,,,,
B-26137,3423.00,804.00,4,Electronics,Printers,Credit Card,25-07-2020,Angela Jackson,Texas,Dallas,2020-07,,,,
B-26137,3423.00,804.00,4,Electronics,Printers,Credit Card,24-01-2024,Amy Williams,Texas,Austin,2024-01,,,,
B-26137,3423.00,804.00,4,Electronics,Printers,Credit Card,04-05-2020,Laura Jordan,Texas,Dallas,2020-05,,,,
B-26137,3423.00,804.00,4,Electronics,Printers,Credit Card,13-11-2021,Richard Maynard,Ohio,Cincinnati,2021-11,,,,
B-25545,3900.00,115.00,9,Furniture,Chairs,COD,07-10-2023,Lawrence Oliver,Illinois,Springfield,2023-10,,,,
B-26800,8568.00,2419.00,11,Electronics,Electronic Games,UPI,23-10-2021,Anthony Williams,New York,Rochester,2021-10,,,,
B-26800,3283.00,71.00,6,Office Supplies,Pens,EMI,23-10-2021,Anthony Williams,New York,Rochester,2021-10,,,,
B-26987,7643.00,3720.00,19,Electronics,Electronic Games,EMI,18-07-2022,Lynn Matthews,Texas,Dallas,2022-07,,,,
B-26144,3461.00,1537.00,15,Furniture,Sofas,EMI,23-08-2024,Andrew Griffin,Illinois,Chicago,2024-08,,,,
B-26144,5714.00,1438.00,6,Electronics,Electronic Games,Credit Card,23-08-2024,Andrew Griffin,Illinois,Chicago,2024-08,,,,
B-26144,3853.00,1457.00,10,Office Supplies,Binders,COD,23-08-2024,Andrew Griffin,Illinois,Chicago,2024-08,,,,
B-25406,6016.00,431.00,20,Office Supplies,Pens,UPI,28-10-2020,Megan Williams,Illinois,Chicago,2020-10,,,,
B-25658,1290.00,204.00,12,Office Supplies,Markers,UPI,15-06-2024,Alison Martin,New York,Buffalo,2024-06,,,,
B-25658,1290.00,204.00,12,Office Supplies,Markers,UPI,19-12-2024,Samuel Wallace,California,San Francisco,2024-12,,,,
B-25733,4569.00,1693.00,10,Electronics,Printers,UPI,04-09-2020,Manuel Stark,Illinois,Springfield,2020-09,,,,
B-26993,3083.00,1151.00,16,Furniture,Bookcases,Debit Card,16-04-2022,William Villarreal,Florida,Orlando,2022-04,,,,
B-26964,3522.00,898.00,15,Office Supplies,Pens,Credit Card,29-08-2024,Brandon Kirk,Ohio,Cleveland,2024-08,,,,
B-26964,3522.00,898.00,15,Office Supplies,Pens,Credit Card,14-01-2022,Abigail Brown,California,Los Angeles,2022-01,,,,
B-26955,7301.00,3602.00,3,Office Supplies,Binders,Debit Card,07-04-2024,Kristine Carter,Texas,Houston,2024-04,,,,
B-26059,4462.00,121.00,8,Electronics,Laptops,COD,24-04-2022,Wesley Deleon,Illinois,Springfield,2022-04,,,,
B-26059,6212.00,1881.00,17,Electronics,Phones,COD,24-04-2022,Wesley Deleon,Illinois,Springfield,2022-04,,,,
B-26806,4027.00,1386.00,3,Furniture,Bookcases,EMI,27-08-2020,Laura Cole,Florida,Tampa,2020-08,,,,
B-26299,1676.00,330.00,14,Electronics,Laptops,EMI,01-03-2023,Lauren Harris,Ohio,Cleveland,2023-03,,,,
B-26299,3927.00,1133.00,12,Furniture,Bookcases,COD,01-03-2023,Lauren Harris,Ohio,Cleveland,2023-03,,,,
B-26299,2776.00,887.00,9,Electronics,Phones,Debit Card,01-03-2023,Lauren Harris,Ohio,Cleveland,2023-03,,,,
B-26743,7684.00,1157.00,12,Furniture,Sofas,COD,02-10-2020,Cameron Miller,Illinois,Chicago,2020-10,,,,
B-26743,7684.00,1157.00,12,Furniture,Sofas,COD,23-06-2020,Jacob Carpenter,New York,Buffalo,2020-06,,,,
B-26743,7684.00,1157.00,12,Furniture,Sofas,COD,21-08-2023,Pamela Callahan DVM,Ohio,Columbus,2023-08,,,,
B-26757,6008.00,2498.00,17,Electronics,Phones,Credit Card,16-07-2022,William Ruiz,Florida,Miami,2022-07,,,,
B-26772,7344.00,2598.00,20,Furniture,Bookcases,COD,01-08-2022,Paula Marshall,Texas,Dallas,2022-08,,,,
B-26088,6932.00,3218.00,20,Office Supplies,Pens,COD,16-07-2020,Natalie Cox,Florida,Orlando,2020-07,,,,
B-26319,7748.00,1706.00,16,Electronics,Electronic Games,EMI,02-05-2020,Andrew Fernandez,Ohio,Cincinnati,2020-05,,,,
B-26319,6381.00,2763.00,20,Office Supplies,Markers,UPI,02-05-2020,Andrew Fernandez,Ohio,Cincinnati,2020-05,,,,
B-26319,992.00,64.00,6,Electronics,Phones,Credit Card,02-05-2020,Andrew Fernandez,Ohio,Cincinnati,2020-05,,,,
B-25364,8649.00,2631.00,13,Electronics,Laptops,EMI,10-01-2024,Alisha Saunders,California,San Francisco,2024-01,,,,
B-25364,8649.00,2631.00,13,Electronics,Laptops,EMI,30-09-2020,Travis Chandler DDS,New York,Rochester,2020-09,,,,
B-25655,4099.00,52.00,18,Electronics,Laptops,UPI,28-03-2022,Russell Austin,New York,New York City,2022-03,,,,
B-26864,2539.00,324.00,5,Electronics,Electronic Games,UPI,30-01-2021,Collin Cameron,California,San Francisco,2021-01,,,,
B-26019,9845.00,3062.00,9,Office Supplies,Paper,COD,14-03-2025,Elizabeth Hernandez,Florida,Orlando,2025-03,,,,
B-25849,2901.00,1411.00,2,Office Supplies,Paper,Debit Card,26-10-2021,William Russell,Texas,Austin,2021-10,,,,
B-25849,2901.00,1411.00,2,Office Supplies,Paper,Debit Card,11-01-2023,Sheri Berg,California,Los Angeles,2023-01,,,,
B-25849,6934.00,1152.00,6,Office Supplies,Pens,Credit Card,26-10-2021,William Russell,Texas,Austin,2021-10,,,,
B-25849,6934.00,1152.00,6,Office Supplies,Pens,Credit Card,11-01-2023,Sheri Berg,California,Los Angeles,2023-01,,,,
B-25829,9640.00,2606.00,2,Furniture,Bookcases,Credit Card,31-10-2021,Anthony Barnett,Illinois,Peoria,2021-10,,,,
B-26065,7930.00,1981.00,13,Furniture,Chairs,Credit Card,04-05-2023,Kaitlyn Flores,Ohio,Cleveland,2023-05,,,,
B-26065,7930.00,1981.00,13,Furniture,Chairs,Credit Card,09-08-2024,Rebecca Owen,Illinois,Springfield,2024-08,,,,
B-25267,9894.00,829.00,1,Office Supplies,Binders,COD,21-08-2022,Michael Bell,California,San Diego,2022-08,,,,
